"GA0518_YAP_KO_D_1" "GA0518_YAP_KO_D_2" "GA0518_untreated_1" "GA0518_untreated_2" "GA0518_VT_200_1" "GA0518_VT_200_2"
"ENSG00000206503.13" 24859.341 25042.753 12658.863 13722.241 11562.352 10953.439
"ENSG00000206527.10" 6097.75 6476.448 3096.051 3637.216 3170.332 3007.139
"ENSG00000206530.11" 1 16.824 51.409 49.174 54.862 73.27
"ENSG00000206531.10" 0 0 0 0 0 0
"ENSG00000206535.8" 11 29.001 6.004 30 19 26
"ENSG00000206536.1" 0 0 0 0 0 0
"ENSG00000206538.9" 17 4 0 0 0 0
"ENSG00000206549.13" 0 0 0 0 0 0
"ENSG00000206552.4" 0 0 0 0 0 1
"ENSG00000206557.6" 0 0 0 0 0 0
"ENSG00000206559.8" 0 11 0 8.081 19.392 17.524
"ENSG00000206560.12" 5343.456 5479.747 1107.112 1378.463 5299.176 5528.567
"ENSG00000206561.14" 0 0 6 5.191 1 13
"ENSG00000206562.12" 588.746 803.889 269.072 330.211 376.729 319.912
"ENSG00000206567.10" 30.447 20.462 38.126 54.64 46.557 78.273
"ENSG00000206573.9" 377.688 280.39 181.98 215.186 231.535 187.014
"ENSG00000206579.9" 0 0 0 0 0 0
"ENSG00000206582.1" 0 0 0 0 0 0
"ENSG00000206583.1" 0 0 0 0 0 0
"ENSG00000206585.1" 0 0 0 0 0 0
"ENSG00000206587.1" 0 0 0 0 0 0
"ENSG00000206590.1" 0 0 0 0 0 0
"ENSG00000206592.1" 0 0 0 0 0 0
"ENSG00000206593.1" 0 0 0 0 0 0
"ENSG00000206595.1" 0 0 0 0 0 0
"ENSG00000206597.1" 0 0 0 0 0 0
"ENSG00000206598.1" 0 0 0 0 0 0
"ENSG00000206599.1" 0 0 0 0 0 0
"ENSG00000206600.1" 0 0 0 0 0 0
"ENSG00000206601.1" 0 0 0 0 0 0
"ENSG00000206602.1" 0 0 0 0 0 0
"ENSG00000206603.1" 0 0 0 0 0 0
"ENSG00000206604.1" 0 0 0 0 0 0
"ENSG00000206605.1" 0 0 0 0 0 0
"ENSG00000206606.1" 0 0 0 0 0 0
"ENSG00000206609.1" 0 0 0 0 0 0
"ENSG00000206611.1" 0 0 0 0 0 0
"ENSG00000206612.1" 0 0 0 0 0 0
"ENSG00000206613.1" 0 0 0 0 0 0
"ENSG00000206614.1" 0 0 0 0 0 0
"ENSG00000206615.1" 0 0 0 0 0 0
"ENSG00000206616.1" 0 0 0 0 0 0
"ENSG00000206617.1" 0 0 0 0 0 0
"ENSG00000206618.1" 0 0 0 0 0 0
"ENSG00000206620.1" 0 0 0 0 0 0
"ENSG00000206621.1" 0 0 0 0 0 0
"ENSG00000206622.1" 0 0 0 0 0 0
"ENSG00000206623.1" 0 0 0 0 0 0
"ENSG00000206624.1" 0 0 0 0 0 0
"ENSG00000206627.1" 0 0 0 0 0 0
"ENSG00000206629.1" 0 0 0 0 0 0
"ENSG00000206630.1" 0 0 0 0 0 0
"ENSG00000206631.1" 0 0 0 0 0 0
"ENSG00000206633.1" 0 0 0 0 0 0
"ENSG00000206634.1" 0 0 0 0 0 0
"ENSG00000206635.1" 0 0 0 0 0 0
"ENSG00000206636.1" 0 0 0 0 0 0
"ENSG00000206637.1" 0 0 0 0 0 0
"ENSG00000206638.1" 0 0 0 0 0 0
"ENSG00000206639.1" 0 0 0 0 0 0
"ENSG00000206640.1" 0 0 0 0 0 0
"ENSG00000206641.1" 0 0 0 0 0 0
"ENSG00000206644.1" 0 0 0 0 0 0
"ENSG00000206645.1" 0 0 0 0 0 0
"ENSG00000206646.1" 0 0 0 0 0 0
"ENSG00000206647.1" 0 0 0 0 0 0
"ENSG00000206649.1" 0 0 0 0 0 0
"ENSG00000206650.1" 0 0 0 0 0 0
"ENSG00000206651.1" 0 0 0 0 0 0
"ENSG00000206652.1" 0 0 0 0 10 0
"ENSG00000206654.1" 0 0 0 0 0 0
"ENSG00000206656.1" 0 0 0 0 0 0
"ENSG00000206658.1" 0 0 0 0 0 0
"ENSG00000206659.1" 0 0 0 0 0 0
"ENSG00000206660.1" 0 0 0 0 0 0
"ENSG00000206661.1" 0 0 0 0 0 0
"ENSG00000206662.1" 0 0 0 0 0 0
"ENSG00000206663.1" 0 0 0 0 0 0
"ENSG00000206665.1" 0 0 0 0 0 0
"ENSG00000206669.1" 0 0 0 0 0 0
"ENSG00000206671.1" 0 0 0 0 0 0
"ENSG00000206672.1" 0 0 0 0 0 0
"ENSG00000206674.1" 0 0 0 0 0 0
"ENSG00000206675.1" 0 0 0 0 0 0
"ENSG00000206676.1" 0 0 0 0 0 0
"ENSG00000206677.2" 0 0 0 0 0 0
"ENSG00000206678.1" 0 0 0 0 0 0
"ENSG00000206679.1" 0 0 0 0 0 0
"ENSG00000206680.1" 0 0 0 0 0 0
"ENSG00000206681.1" 0 0 0 0 0 0
"ENSG00000206682.1" 0 0 0 0 0 0
"ENSG00000206684.1" 0 0 0 0 0 0
"ENSG00000206685.1" 0 0 0 0 0 0
"ENSG00000206686.1" 0 0 0 0 0 0
"ENSG00000206687.1" 0 0 0 0 0 0
"ENSG00000206688.1" 0 0 0 0 0 0
"ENSG00000206690.1" 0 0 0 0 0 0
"ENSG00000206692.1" 0 0 0 0 0 0
"ENSG00000206693.1" 0 0 0 0 0 0
"ENSG00000206695.1" 0 0 0 0 0 0
"ENSG00000206697.1" 0 0 0 0 0 0
"ENSG00000206698.1" 0 0 0 0 0 0
"ENSG00000206699.1" 0 0 0 0 0 0
"ENSG00000206700.1" 0 0 0 0 0 0
"ENSG00000206701.1" 0 0 0 0 0 0
"ENSG00000206702.1" 0 0 0 0 0 0
"ENSG00000206703.1" 0 0 0 0 0 0
"ENSG00000206704.1" 0 0 0 0 0 0
"ENSG00000206705.1" 0 0 0 0 0 0
"ENSG00000206708.1" 0 0 0 0 0 0
"ENSG00000206709.1" 0 0 0 0 0 0
"ENSG00000206710.1" 0 0 0 0 0 0
"ENSG00000206711.1" 0 0 0 0 0 0
"ENSG00000206712.1" 0 0 0 0 0 0
"ENSG00000206713.1" 0 0 0 0 0 0
"ENSG00000206714.1" 0 0 0 0 0 0
"ENSG00000206715.1" 0 0 0 0 0 0
"ENSG00000206716.1" 0 0 0 0 0 0
"ENSG00000206717.1" 0 0 0 0 0 0
"ENSG00000206718.1" 0 0 0 0 0 0
"ENSG00000206719.1" 0 0 0 0 0 0
"ENSG00000206721.1" 0 0 0 0 0 0
"ENSG00000206722.1" 0 0 0 0 0 0
"ENSG00000206723.1" 0 0 0 0 0 0
"ENSG00000206724.1" 0 0 0 0 0 0
"ENSG00000206725.1" 0 0 0 0 0 0
"ENSG00000206726.1" 0 0 0 0 0 0
"ENSG00000206728.1" 0 0 0 0 0 0
"ENSG00000206729.1" 0 0 0 0 0 0
"ENSG00000206730.1" 0 0 0 0 0 0
"ENSG00000206731.1" 0 0 0 0 0 0
"ENSG00000206732.1" 0 0 0 0 0 0
"ENSG00000206733.1" 0 0 0 0 0 0
"ENSG00000206734.1" 0 0 0 0 0 0
"ENSG00000206738.1" 0 0 0 0 0 0
"ENSG00000206739.1" 0 0 0 0 0 0
"ENSG00000206741.1" 0 0 0 0 0 0
"ENSG00000206743.1" 0 0 0 0 0 0
"ENSG00000206744.1" 0 0 0 0 0 0
"ENSG00000206745.1" 0 0 0 0 0 0
"ENSG00000206746.1" 0 0 0 0 0 0
"ENSG00000206747.1" 0 0 0 0 0 0
"ENSG00000206749.1" 0 0 0 0 0 0
"ENSG00000206751.1" 0 0 0 0 0 0
"ENSG00000206752.1" 0 0 0 0 0 0
"ENSG00000206754.1" 0 0 0 0 0 0
"ENSG00000206755.1" 0 0 0 0 0 0
"ENSG00000206756.1" 0 0 0 0 0 0
"ENSG00000206758.1" 0 0 0 0 0 0
"ENSG00000206759.1" 0 0 0 0 0 0
"ENSG00000206760.1" 0 0 0 0 0 0
"ENSG00000206762.1" 0 0 0 0 0 0
"ENSG00000206763.1" 0 0 0 0 0.125 0
"ENSG00000206764.1" 0 0 0 0 0 0
"ENSG00000206765.1" 0 0 0 0 0 0
"ENSG00000206766.1" 0 0 0 0 0 0
"ENSG00000206767.1" 0 0 0 0 0 0
"ENSG00000206768.1" 0 0 0 0 0 0
"ENSG00000206769.1" 0 0 0 0 0 0
"ENSG00000206770.1" 0 0 0 0 0 0
"ENSG00000206772.1" 0 0 0 0 0 0
"ENSG00000206774.1" 0 0 0 0 0 0
"ENSG00000206775.1" 0 0 0 0 0 0
"ENSG00000206776.1" 0 0 0 0 0 0
"ENSG00000206777.1" 0 0 0 0 0 0
"ENSG00000206778.1" 0 0 0 0 0 0
"ENSG00000206779.1" 0 0 0 0 0 0
"ENSG00000206780.1" 0 0 0 0 0 0
"ENSG00000206781.1" 0 0 0 0 0 0
"ENSG00000206782.1" 0 0 0 0 0 0
"ENSG00000206784.1" 0 0 0 0 0 0
"ENSG00000206786.1" 0 0 0 0 0 0
"ENSG00000206787.1" 0 0 0 0 0 0
"ENSG00000206788.1" 0 0 0 0 0 0
"ENSG00000206790.1" 0 0 0 0 0 0
"ENSG00000206791.1" 0 0 0 0 0 0
"ENSG00000206792.1" 0 0 0 0 0 0
"ENSG00000206795.1" 0 0 0 0 0 0
"ENSG00000206796.1" 0 0 0 0 0 0
"ENSG00000206797.1" 0 0 0 0 0 0
"ENSG00000206799.1" 0 0 0 0 0 0
"ENSG00000206800.1" 0 0 0 0 0 0
"ENSG00000206801.1" 0 0 0 0 0 0
"ENSG00000206802.1" 0 0 0 0 0 0
"ENSG00000206803.1" 0 0 0 0 0 0
"ENSG00000206805.1" 0 0 0 0 0 0
"ENSG00000206806.1" 0 0 0 0 0 0
"ENSG00000206807.1" 0 0 0 0 0 0
"ENSG00000206808.1" 0 0 0 0 0 0
"ENSG00000206811.1" 0 0 0 0 0 0
"ENSG00000206812.1" 0 0 0 0 0 0
"ENSG00000206813.1" 0 0 0 0 0 0
"ENSG00000206814.1" 0 0 0 0 0 0
"ENSG00000206815.1" 0 0 0 0 0 0
"ENSG00000206816.1" 0 0 0 0 0 0
"ENSG00000206817.1" 0 0 0 0 0 0
"ENSG00000206818.1" 0 0 0 0 0 0
"ENSG00000206819.1" 0 0 0 0 0 0
"ENSG00000206820.1" 0 0 0 0 0 0
"ENSG00000206822.1" 0 0 0 0 0 0
"ENSG00000206824.1" 0 0 0 0 0 0
"ENSG00000206826.1" 0 0 0 0 0 0
"ENSG00000206827.1" 0 0 0 0 0 0
"ENSG00000206828.1" 0 0 0 0 0 0
"ENSG00000206832.1" 0 0 0 0 0 0
"ENSG00000206833.1" 0 0 0 0 0 0
"ENSG00000206834.1" 0 0 0 0 0 0
"ENSG00000206835.1" 0 0 0 0 0 0
"ENSG00000206836.1" 0 0 0 0 0 0
"ENSG00000206838.1" 0 0 0 0 0 0
"ENSG00000206839.1" 0 0 0 0 0 0
"ENSG00000206840.1" 0 0 0 0 0 0
"ENSG00000206841.1" 0 0 0 0 0 0
"ENSG00000206842.1" 0 0 0 0 0 0
"ENSG00000206843.1" 0 0 0 0 0 0
"ENSG00000206844.1" 0 0 0 0 0 0
"ENSG00000206845.1" 0 0 0 0 0 0
"ENSG00000206846.1" 0 0 0 0 0 0
"ENSG00000206847.1" 0 0 0 0 0 0
"ENSG00000206848.1" 0 0 0 0 0 0
"ENSG00000206849.1" 0 0 0 0 0 0
"ENSG00000206850.1" 0 0 0 0 0 0
"ENSG00000206852.1" 0 0 0 0 0 0
"ENSG00000206853.1" 0 0 0 0 0 0
"ENSG00000206854.1" 0 0 0 0 0 0
"ENSG00000206855.1" 0 0 0 0 0 0
"ENSG00000206857.1" 0 0 0 0 0 0
"ENSG00000206858.1" 0 0 0 0 0 0
"ENSG00000206859.1" 0 0 0 0 0 0
"ENSG00000206862.1" 0 0 0 0 0 0
"ENSG00000206863.1" 0 0 0 0 0 0
"ENSG00000206864.1" 0 0 0 0 0 0
"ENSG00000206865.1" 0 0 0 0 0 0
"ENSG00000206866.1" 0 0 0 0 0 0
"ENSG00000206867.1" 0 0 0 0 0 0
"ENSG00000206869.1" 0 0 0 0 0 0
"ENSG00000206870.1" 0 0 0 0 0 0
"ENSG00000206871.1" 0 0 0 0 0 0
"ENSG00000206875.1" 0 0 0 0 0 0
"ENSG00000206877.1" 0 0 0 0 0 0
"ENSG00000206878.1" 0 0 0 0 0 0
"ENSG00000206880.1" 0 0 0 0 0 0
"ENSG00000206881.1" 0 0 0 0 0 0
"ENSG00000206882.1" 0 0 0 0 0 0
"ENSG00000206885.1" 0 0 0 0 0 0
"ENSG00000206886.1" 0 0 0 0 0 0
"ENSG00000206887.1" 0 0 0 0 0 0
"ENSG00000206888.1" 0 0 0 0 0 0
"ENSG00000206889.1" 0 0 0 0 0 0
"ENSG00000206891.1" 0 0 0 0 0 0
"ENSG00000206892.1" 0 0 0 0 0.125 0
"ENSG00000206895.1" 0 0 0 0 0 0
"ENSG00000206896.1" 0 0 0 0 0 0
"ENSG00000206897.1" 0 0 0 0 0 0
"ENSG00000206898.1" 0 0 0 0 0 0
"ENSG00000206899.1" 0 0 0 0.4 0.125 0
"ENSG00000206900.1" 0 0 0 0 0 0
"ENSG00000206901.1" 0 0 0 0 0 0
"ENSG00000206903.1" 0 0 0 0 0 0
"ENSG00000206905.1" 0 0 0 0 0 0
"ENSG00000206906.1" 0 0 0 0 0 0
"ENSG00000206907.1" 0 0 0 0 0 0
"ENSG00000206908.1" 0 0 0 0 0 0
"ENSG00000206909.1" 0 0 0 0 0 0
"ENSG00000206910.1" 0 0 0 0 0 0
"ENSG00000206911.1" 0 0 0 0 0 0
"ENSG00000206912.1" 0 0 0 0 0 0
"ENSG00000206913.1" 0 0 0 0 0 0
"ENSG00000206914.1" 0 0 0 0 0 0
"ENSG00000206915.1" 0 0 0 0 0 0
"ENSG00000206917.1" 0 0 0 0 0 0
"ENSG00000206918.1" 0 0 0 0 0 0
"ENSG00000206920.1" 0 0 0 0 0 0
"ENSG00000206921.1" 0 0 0 0 0 0
"ENSG00000206922.1" 0 0 0 0 0 0
"ENSG00000206923.1" 0 0 0 0 0 0
"ENSG00000206924.1" 0 0 0 0 0 0
"ENSG00000206925.1" 0 0 0 0 0 0
"ENSG00000206926.1" 0 0 0 0 0 0
"ENSG00000206929.1" 0 0 0 0 0 0
"ENSG00000206931.1" 0 0 0 0 0 0
"ENSG00000206935.1" 0 0 0 0 0 0
"ENSG00000206936.1" 0 0 0 0 0 0
"ENSG00000206937.1" 0 0 0 0 0 0
"ENSG00000206938.1" 0 0 0 0 0 0
"ENSG00000206939.1" 0 0 0 0 0 0
"ENSG00000206941.1" 0 0 0 0 0 0
"ENSG00000206944.1" 0 0 0 0 0 0
"ENSG00000206947.1" 0 0 0 0 0 0
"ENSG00000206948.1" 0 0 0 0 0 0
"ENSG00000206949.1" 0 0 0 0 0 0
"ENSG00000206950.1" 0 0 0 0 0 0
"ENSG00000206951.1" 0 0 0 0 0 0
"ENSG00000206952.3" 0 0 0 0 0 0
"ENSG00000206954.1" 0 0 0 0 0 0
"ENSG00000206957.2" 0 0 0 0 0 0
"ENSG00000206958.1" 0 0 0 0 0 0
"ENSG00000206959.1" 0 0 0 0 0 0
"ENSG00000206960.1" 0 0 0 0 0 0
"ENSG00000206961.1" 0 0 0 0 0 0
"ENSG00000206962.1" 0 0 0 0 0 0
"ENSG00000206963.1" 0 0 0 0 0 0
"ENSG00000206964.1" 0 0 0 0 0 0
"ENSG00000206965.1" 0 0 0 0.4 0.125 0
"ENSG00000206967.1" 0 0 0 0 0 0
"ENSG00000206969.1" 0 0 0 0 0 0
"ENSG00000206970.1" 0 0 0 0 0 0
"ENSG00000206972.1" 0 0 0 0 0 0
"ENSG00000206973.1" 0 0 0 0 0 0
"ENSG00000206974.1" 0 0 0 0 0 0
"ENSG00000206976.1" 0 0 0 0 0 0
"ENSG00000206977.1" 0 0 0 0 0 0
"ENSG00000206978.1" 0 0 0 0 0 0
"ENSG00000206979.1" 0 0 0 0 0 0
"ENSG00000206980.1" 0 0 0 0 0 0
"ENSG00000206981.1" 0 0 0 0 0 0
"ENSG00000206982.1" 0 0 0 0 0 0
"ENSG00000206983.1" 0 0 0 0 0 0
"ENSG00000206985.1" 0 0 0 0 0 0
"ENSG00000206987.1" 0 0 0 0 0 0
"ENSG00000206989.1" 0 0 0 0 0 0
"ENSG00000206990.1" 0 0 0 0 0 0
"ENSG00000206991.1" 0 0 0 0 0 0
"ENSG00000206992.1" 0 0 0 0 0 0
"ENSG00000206995.1" 0 0 0 0 0 0
"ENSG00000206996.1" 0 0 0 0 0 0
"ENSG00000206997.1" 0 0 0 0 0 0
"ENSG00000206998.1" 0 0 0 0 0 0
"ENSG00000206999.1" 0 0 0 0 0 0
"ENSG00000207000.1" 0 0 0 0 0 0
"ENSG00000207001.1" 0 0 0 0 0 0
"ENSG00000207002.1" 0 0 0 0 0 0
"ENSG00000207003.1" 0 0 0 0 0 0
"ENSG00000207004.1" 0 0 0 0 0 0
"ENSG00000207007.1" 0 0 0 0 0 0
"ENSG00000207008.1" 0 0 0 0 0 0
"ENSG00000207009.1" 0 0 0 0 0 0
"ENSG00000207010.1" 0 0 0 0 0 0
"ENSG00000207011.1" 0 0 0 0 0 0
"ENSG00000207012.2" 0 0 0 0 0 0
"ENSG00000207013.1" 0 0 0 0 0 0
"ENSG00000207014.1" 0 0 0 0 0 0
"ENSG00000207016.1" 0 0 0 0 0 0
"ENSG00000207019.1" 0 0 0 0 0 0
"ENSG00000207020.1" 0 0 0 0 0 0
"ENSG00000207021.1" 0 0 0 0 0 0
"ENSG00000207022.1" 0 0 0 0 0 0
"ENSG00000207023.1" 0 0 0 0 0 0
"ENSG00000207024.1" 0 0 0 0 0 0
"ENSG00000207025.1" 0 0 0 0 0 0
"ENSG00000207026.1" 0 0 0 0 0 0
"ENSG00000207027.1" 0 0 0 0 0 0
"ENSG00000207029.1" 0 0 0 0 0 0
"ENSG00000207031.1" 0 0 0 0 0 0
"ENSG00000207032.1" 0 0 0 0 0 0
"ENSG00000207033.1" 0 0 0 0 0 0
"ENSG00000207034.1" 0 0 0 0 0 0
"ENSG00000207036.1" 0 0 0 0 0 0
"ENSG00000207037.1" 0 0 0 0 0 0
"ENSG00000207039.1" 0 0 0 0 0 0
"ENSG00000207042.1" 0 0 0 0 0 0
"ENSG00000207044.1" 0 0 0 0 0 0
"ENSG00000207045.1" 0 0 0 0 0 0
"ENSG00000207046.1" 0 0 0 0 0 0
"ENSG00000207047.2" 0 0 0 0 0 0
"ENSG00000207049.1" 0 0 0 0 0 0
"ENSG00000207051.1" 0 0 0 0 0 0
"ENSG00000207052.1" 0 0 0 0 0 0
"ENSG00000207053.1" 0 0 0 0 0 0
"ENSG00000207056.1" 0 0 0 0 0 0
"ENSG00000207058.1" 0 0 0 0 0 0
"ENSG00000207060.1" 0 0 0 0 0 0
"ENSG00000207061.1" 0 0 0 0 0 0
"ENSG00000207062.1" 0 0 0 0 0 0
"ENSG00000207063.1" 0 0 0 0 0 0
"ENSG00000207065.1" 0 0 0 0 0 0
"ENSG00000207067.1" 0 0 0 0 0 0
"ENSG00000207068.1" 0 0 0 0 0 0
"ENSG00000207069.1" 0 0 0 0 0 0
"ENSG00000207071.1" 0 0 0 0 0 0
"ENSG00000207072.1" 0 0 0 0 0 0
"ENSG00000207073.1" 0 0 0 0 0 0
"ENSG00000207075.1" 0 0 0 0 0 0
"ENSG00000207076.1" 0 0 0 0 0 0
"ENSG00000207077.1" 0 0 0 0 0 0
"ENSG00000207080.2" 0 0 0 0 0 0
"ENSG00000207081.1" 0 0 0 0 0 0
"ENSG00000207082.1" 0 0 0 0 0 0
"ENSG00000207083.1" 0 0 0 0 0 0
"ENSG00000207084.1" 0 0 0 0 0 0
"ENSG00000207086.1" 0 0 0 0 0 0
"ENSG00000207087.1" 0 0 0 0 0 0
"ENSG00000207088.1" 0 0 0 0 0 0
"ENSG00000207089.1" 0 0 0 0 0 0
"ENSG00000207090.1" 0 0 0 0 0 0
"ENSG00000207091.1" 0 0 0 0 0 0
"ENSG00000207092.1" 0 0 0 0 0 0
"ENSG00000207093.1" 0 0 0 0 0 0
"ENSG00000207094.1" 0 0 0 0 0 0
"ENSG00000207095.1" 0 0 0 0 0 0
"ENSG00000207097.1" 0 0 0 0 0 0
"ENSG00000207098.1" 0 0 0 0 0 0
"ENSG00000207099.1" 0 0 0 0 0 0
"ENSG00000207100.1" 0 0 0 0 0 0
"ENSG00000207101.1" 0 0 0 0 0 0
"ENSG00000207104.1" 0 0 0 0 0 0
"ENSG00000207105.1" 0 0 0 0 0 0
"ENSG00000207108.1" 0 0 0 0 0 0
"ENSG00000207109.1" 0 0 0 0 0 0
"ENSG00000207110.1" 0 0 0 0 0 0
"ENSG00000207112.1" 0 0 0 0 0 0
"ENSG00000207113.1" 0 0 0 0 0 0
"ENSG00000207114.1" 0 0 0 0 0 0
"ENSG00000207115.1" 0 0 0 0 0 0
"ENSG00000207116.1" 0 0 0 0 0 0
"ENSG00000207117.1" 0 0 0 0 0 0
"ENSG00000207118.1" 0 0 0 0 0 0
"ENSG00000207119.2" 0 0 0 0 0 0
"ENSG00000207121.1" 0 0 0 0 0 0
"ENSG00000207122.1" 0 0 0 0 0 0
"ENSG00000207123.1" 0 0 0 0 0 0
"ENSG00000207124.1" 0 0 0 0 0 0
"ENSG00000207127.1" 0 0 0 0 0 0
"ENSG00000207128.1" 0 0 0 0 0 0
"ENSG00000207129.1" 0 0 0 0 0 0
"ENSG00000207130.1" 0 0 0 0 0 0
"ENSG00000207131.1" 0 0 0 0 0 0
"ENSG00000207132.1" 0 0 0 0 0 0
"ENSG00000207134.1" 0 0 0 0 0 0
"ENSG00000207135.1" 0 0 0 0 0 0
"ENSG00000207136.1" 0 0 0 0 0 0
"ENSG00000207137.1" 0 0 0 0 0 0
"ENSG00000207138.1" 0 0 0 0 0 0
"ENSG00000207139.1" 0 0 0 0 0 0
"ENSG00000207142.1" 0 0 0 0 0 0
"ENSG00000207144.1" 0 0 0 0 0 0
"ENSG00000207145.1" 0 0 0 0 0 0
"ENSG00000207146.1" 0 0 0 0 0 0
"ENSG00000207147.1" 0 0 0 0 0 0
"ENSG00000207148.1" 0 0 0 0 0 0
"ENSG00000207149.1" 0 0 0 0 0 0
"ENSG00000207150.1" 0 0 0 0 0 0
"ENSG00000207151.1" 0 0 0 0 0 0
"ENSG00000207153.1" 0 0 0 0 0 0
"ENSG00000207154.1" 0 0 0 0 0 0
"ENSG00000207155.1" 0 0 0 0 0 0
"ENSG00000207156.1" 0 0 0 0 0 0
"ENSG00000207157.1" 0 0 0 0 0 0
"ENSG00000207158.1" 0 0 0 0 0 0
"ENSG00000207160.1" 0 0 0 0 0 0
"ENSG00000207161.1" 0 0 0 0 0 0
"ENSG00000207162.1" 0 0 0 0 0 0
"ENSG00000207163.1" 0 0 0 0 0 0
"ENSG00000207164.1" 0 0 0 0 0 0
"ENSG00000207165.1" 0 0 0 0 0 0
"ENSG00000207166.1" 0 0 0 0 0 0
"ENSG00000207167.1" 0 0 0 0 0 0
"ENSG00000207168.1" 0 0 0 0 0 0
"ENSG00000207169.1" 0 0 0 0 0 0
"ENSG00000207170.1" 0 0 0 0 0 0
"ENSG00000207171.1" 0 0 0 0 0 0
"ENSG00000207172.1" 0 0 0 0 0 0
"ENSG00000207173.1" 0 0 0 0 0 0
"ENSG00000207174.1" 0 0 0 0 0 0
"ENSG00000207175.1" 0 0 0 0 0 0
"ENSG00000207176.1" 0 0 0 0 0 0
"ENSG00000207177.1" 0 0 0 0 0 0
"ENSG00000207178.1" 0 0 0 0 0 0
"ENSG00000207180.1" 0 0 0 0 0 0
"ENSG00000207181.1" 0 0 0 0 0 0
"ENSG00000207182.1" 0 0 0 0 0 0
"ENSG00000207183.1" 0 0 0 0 0 0
"ENSG00000207185.1" 0 0 0 0 0 0
"ENSG00000207186.1" 0 0 0 0 0 0
"ENSG00000207187.1" 0 0 0 0 0 0
"ENSG00000207189.1" 0 0 0 0 0 0
"ENSG00000207190.1" 0 0 0 0 0 0
"ENSG00000207191.1" 0 0 0 0 0 0
"ENSG00000207192.1" 0 0 0 0 0 0
"ENSG00000207193.1" 0 0 0 0 0 0
"ENSG00000207194.1" 0 0 0 0 0 0
"ENSG00000207195.1" 0 0 0 0 0 0
"ENSG00000207196.1" 0 0 0 0 0 0
"ENSG00000207197.1" 0 0 0 0 0 0
"ENSG00000207198.1" 0 0 0 0 0 0
"ENSG00000207199.1" 0 0 0 0 0 0
"ENSG00000207200.1" 0 0 0 0 0 0
"ENSG00000207201.1" 0 0 0 0 0 0
"ENSG00000207202.1" 0 0 0 0 0 0
"ENSG00000207203.1" 0 0 0 0 0 0
"ENSG00000207204.1" 0 0 0 0 0 0
"ENSG00000207205.1" 0 0 0 0 0 0
"ENSG00000207206.1" 0 0 0 0 0 0
"ENSG00000207207.1" 0 0 0 0 0 0
"ENSG00000207208.1" 0 0 0 0 0 0
"ENSG00000207209.1" 0 0 0 0 0 0
"ENSG00000207210.1" 0 0 0 0 0 0
"ENSG00000207214.1" 0 0 0 0 0 0
"ENSG00000207215.2" 0 0 0 0 0 0
"ENSG00000207217.1" 0 0 0 0 0 0
"ENSG00000207218.1" 0 0 0 0 0 0
"ENSG00000207220.1" 0 0 0 0 0 0
"ENSG00000207221.1" 0 0 0 0 0 0
"ENSG00000207222.1" 0 0 0 0 0 0
"ENSG00000207223.1" 0 0 0 0 0 0
"ENSG00000207225.1" 0 0 0 0 0 0
"ENSG00000207227.1" 0 0 0 0 0 0
"ENSG00000207229.1" 0 0 0 0 0 0
"ENSG00000207231.1" 0 0 0 0 0 0
"ENSG00000207233.1" 0 0 0 0 0 0
"ENSG00000207234.1" 0 0 0 0 0 0
"ENSG00000207235.1" 0 0 0 0 0 0
"ENSG00000207237.1" 0 0 0 0 0 0
"ENSG00000207240.1" 0 0 0 0 0 0
"ENSG00000207241.1" 0 0 0 0 0 0
"ENSG00000207242.1" 0 0 0 0 0 0
"ENSG00000207243.1" 0 0 0 0 0 0
"ENSG00000207244.1" 0 0 0 0 0 0
"ENSG00000207245.1" 0 0 0 0 0 0
"ENSG00000207247.1" 0 0 0 0 0 0
"ENSG00000207248.1" 0 0 0 0 0 0
"ENSG00000207249.1" 0 0 0 0 0 0
"ENSG00000207251.1" 0 0 0 0 0 0
"ENSG00000207252.1" 0 0 0 0 0 0
"ENSG00000207255.1" 0 0 0 0 0 0
"ENSG00000207256.1" 0 0 0 0 0 0
"ENSG00000207258.1" 0 0 0 0 0 0
"ENSG00000207260.1" 0 0 0 0 0 0
"ENSG00000207261.1" 0 0 0 0 0 0
"ENSG00000207263.1" 0 0 0 0 0 0
"ENSG00000207264.1" 0 0 0 0 0.125 0
"ENSG00000207265.1" 0 0 0 0 0 0
"ENSG00000207266.1" 0 0 0 0 0 0
"ENSG00000207267.1" 0 0 0 0 0 0
"ENSG00000207268.1" 0 0 0 0 0 0
"ENSG00000207269.1" 0 0 0 0 0 0
"ENSG00000207270.1" 0 0 0 0 0 0
"ENSG00000207271.1" 0 0 0 0 0 0
"ENSG00000207274.1" 0 0 0 0 0 0
"ENSG00000207275.1" 0 0 0 0 0 0
"ENSG00000207276.1" 0 0 0 0 0 0
"ENSG00000207277.1" 0 0 0 0 0 0
"ENSG00000207278.1" 0 0 0 0 0 0
"ENSG00000207279.1" 0 0 0 0 0 0
"ENSG00000207280.1" 0 0 0 0 0 0
"ENSG00000207281.1" 0 0 0 0 0 0
"ENSG00000207282.1" 0 0 0 0 0 0
"ENSG00000207283.1" 0 0 0 0 0 0
"ENSG00000207286.1" 0 0 0 0 0 0
"ENSG00000207287.1" 0 0 0 0 0 0
"ENSG00000207290.1" 0 0 0 0 0 0
