"GA0518_YAP_KO_D_1" "GA0518_YAP_KO_D_2" "GA0518_untreated_1" "GA0518_untreated_2" "GA0518_VT_200_1" "GA0518_VT_200_2"
"ENSG00000266924.1" 0 0 0 0 0 0
"ENSG00000266925.1" 0 0 0 0 0 0
"ENSG00000266928.1" 0 0 0 0 0 0
"ENSG00000266929.1" 0 0 0 1.137 0 0
"ENSG00000266931.2" 0 0 0 0 0 0
"ENSG00000266932.1" 0 0 0 0 0 0
"ENSG00000266933.2" 0 0 0 1.464 5.498 10.753
"ENSG00000266934.1" 0 0 0 5 0 0
"ENSG00000266936.1" 0 0 1 0 0 0
"ENSG00000266938.1" 0 0 0 0 0 0
"ENSG00000266941.1" 0 0 0 0 0 0
"ENSG00000266943.1" 0 0 0 0 0 0
"ENSG00000266944.1" 0 0 0 0 0 0
"ENSG00000266946.1" 0 1 0 0 2 0
"ENSG00000266947.1" 4 7 2 8 0 0
"ENSG00000266950.1" 0 0 0 2 0 0
"ENSG00000266951.2" 0 0 0 0 0 0
"ENSG00000266952.2" 0 0 0 0 0 0
"ENSG00000266953.6" 0 0 0 0 0 0
"ENSG00000266954.1" 0 0 0 0 0 0
"ENSG00000266955.1" 0 0 0 0 0 4
"ENSG00000266957.1" 0 0 0 0 0 0
"ENSG00000266959.1" 0 0 0 0 0 0
"ENSG00000266961.1" 0 0 0 0 0 0
"ENSG00000266962.2" 460.981 465.278 368.832 409.073 433.222 486.55
"ENSG00000266963.1" 0 0 0 0 0 0
"ENSG00000266964.6" 0 2 0 3 0 0
"ENSG00000266965.1" 0 0 0 0 0 0
"ENSG00000266967.7" 1057.8 1125.513 321.861 412.005 1160.732 1063.977
"ENSG00000266968.2" 0 0 0 0 0 0
"ENSG00000266969.1" 6 6.018 0 1 0 0
"ENSG00000266970.1" 0 0 0 2 10 0
"ENSG00000266971.1" 0 0 0 0 0 0
"ENSG00000266973.1" 0 0 0 0 0 0
"ENSG00000266975.1" 0 0 0 0 0 0
"ENSG00000266976.3" 0 0 15 4 0 0
"ENSG00000266977.2" 0 0 0 0 0 0
"ENSG00000266978.1" 0 0 0 1 0 1.372
"ENSG00000266979.1" 0 0 0 0 0 0
"ENSG00000266980.1" 0 0 1.015 0 4 2
"ENSG00000266981.1" 0 0 0 0 0 0
"ENSG00000266983.1" 0 0 0 0 0 0
"ENSG00000266984.1" 0 0 0 0 0 0
"ENSG00000266985.1" 0 0 0 0 0 0
"ENSG00000266987.1" 0 0 0 0 0 0
"ENSG00000266988.6" 0 0 0 0 0 0
"ENSG00000266989.1" 0 0 0 0 0 0
"ENSG00000266990.1" 0 0 0 0 0 0
"ENSG00000266992.1" 40.498 20.125 1.905 6.012 16.038 8.641
"ENSG00000266993.3" 3.026 6.099 4.044 14.139 13.04 16.622
"ENSG00000266994.1" 0 0 0 0 0 0
"ENSG00000266995.1" 0 0 0 0 0 7
"ENSG00000266997.2" 0 0 0 0 0 0
"ENSG00000266998.1" 0 0 0 0 10 0
"ENSG00000267000.1" 0 0 0 0 0 0
"ENSG00000267001.1" 20.332 18.154 18.216 22.508 27.797 35.439
"ENSG00000267002.4" 21 58.269 76.409 85.448 52.354 44.264
"ENSG00000267004.1" 0 0 0 0 0 0
"ENSG00000267005.1" 0 0 0 0 0 0
"ENSG00000267006.1" 0 0 0 4 2 7
"ENSG00000267007.1" 0 0 0 0 0 0
"ENSG00000267009.6" 0 0 2.298 0 2.954 0
"ENSG00000267011.5" 0 0 1 0 0 0
"ENSG00000267013.6" 2 0 0 0 0 0
"ENSG00000267014.6" 0 0 0 0 0 0
"ENSG00000267015.1" 0 0 0 0 0 0
"ENSG00000267016.1" 0 1 0 0 0 6
"ENSG00000267019.1" 0 0 0 0 0 0
"ENSG00000267022.1" 0 0 20.96 0 0 0
"ENSG00000267023.5" 13.246 11.894 0 0 21.071 16.467
"ENSG00000267024.1" 0 0 0 0 0 4
"ENSG00000267026.5" 0 0 1 0 0 0
"ENSG00000267027.1" 0 0 0 0 0 0
"ENSG00000267028.1" 0 0 0 0 0 0
"ENSG00000267030.1" 0 0 0 0 0 0
"ENSG00000267032.1" 0 0 0 0 0 0
"ENSG00000267033.1" 0 0 0 0 0 0
"ENSG00000267035.1" 0 0 0 0 0 0
"ENSG00000267036.2" 0 6 0 0 0 0
"ENSG00000267038.1" 0 0 0 0 0 0
"ENSG00000267039.1" 0 0 0 0 0 0
"ENSG00000267040.6" 90.575 88.857 16 20.35 48.965 70.232
"ENSG00000267041.6" 215.006 270.093 253.118 353.242 386.147 331.014
"ENSG00000267042.1" 0 0 0 0 0 0
"ENSG00000267044.1" 0 0 0 0 1 0
"ENSG00000267046.1" 0 0 0 0 0 0
"ENSG00000267047.1" 0 0 0 0 0 0
"ENSG00000267048.1" 0 0 3 0 0 2
"ENSG00000267049.1" 3 0 10.875 6.64 1.088 0
"ENSG00000267051.1" 0 0 0 0 0 0
"ENSG00000267052.3" 0 0 1 2 0 0
"ENSG00000267053.8" 0 0 2 1.009 0 0
"ENSG00000267054.1" 0 0 0 0 0 0
"ENSG00000267055.1" 0 0 0 0 0 0
"ENSG00000267056.2" 0 0 0 0 10 0
"ENSG00000267057.6" 0 0 0 0 0 0
"ENSG00000267058.1" 16.386 33 16.294 8 31.459 39.458
"ENSG00000267059.2" 0 0 66.603 158.574 104.892 142.568
"ENSG00000267060.7" 3 0 3 1 0 0
"ENSG00000267061.1" 0 0 0 0 0 0
"ENSG00000267062.1" 0 0 7.137 0 0 0
"ENSG00000267063.1" 0 0 0 0 0 0
"ENSG00000267064.2" 0 0 2.034 5.082 15.29 3.092
"ENSG00000267065.2" 0 0 0 0 0 0
"ENSG00000267066.1" 0 0 0 0 0 0
"ENSG00000267069.1" 25 9 0 2 10 2
"ENSG00000267070.1" 0 0 0 0 0 0
"ENSG00000267072.3" 0 0 0 0 0 0
"ENSG00000267073.1" 10 0 7.01 16.971 5 0
"ENSG00000267074.1" 0 0 0 0 0 0
"ENSG00000267075.1" 0 0 0 0 0 0
"ENSG00000267076.1" 0 0 0 0 0 0
"ENSG00000267077.1" 0 0 0 0 0 0
"ENSG00000267078.1" 0 0 0 0 0 5
"ENSG00000267079.1" 0 0 0 0 0 0
"ENSG00000267080.6" 122.842 91.999 117.311 149.121 237.876 197.355
"ENSG00000267081.1" 0 0 0 0 0 0
"ENSG00000267082.1" 0 0 2 0 0 0
"ENSG00000267083.1" 0 0 0 0 0 0
"ENSG00000267084.1" 0 0 0 0 0 0
"ENSG00000267085.1" 0 0 0 0 0 0
"ENSG00000267088.1" 0 0 0 0 0 0
"ENSG00000267089.1" 0 0 0 0 0 0
"ENSG00000267090.1" 0 0 0 0 0 1.673
"ENSG00000267091.1" 0 0 2 0 0 0
"ENSG00000267092.2" 0 1.051 4.13 5 3 0
"ENSG00000267095.1" 0 0 0 1 0 0
"ENSG00000267096.1" 1 3 0 5 9 0
"ENSG00000267097.1" 0 0 0 0 0 0
"ENSG00000267098.2" 0 0 0 0 0 0
"ENSG00000267099.1" 0 0 0 0 0 0
"ENSG00000267100.1" 340.529 358.259 160.776 166.178 193.245 206.947
"ENSG00000267101.7" 0 0 0 0 0 0
"ENSG00000267102.1" 0 0 0 0 0 0
"ENSG00000267104.2" 0 0 1.155 0 0 8.029
"ENSG00000267105.1" 0 0 0 0 0 0
"ENSG00000267106.8" 40.611 29 53.404 34.162 42.321 23.052
"ENSG00000267107.8" 6 4 41.951 69 0 5
"ENSG00000267108.1" 0 0 0 1 0 0
"ENSG00000267109.1" 0 0 0 0 0 0
"ENSG00000267110.1" 0 0 0 0 4.246 0
"ENSG00000267112.1" 0 0 0 0 0 0
"ENSG00000267113.1" 0 0 0 0 0 0
"ENSG00000267114.1" 0 0 0 0 0 0
"ENSG00000267115.1" 0 0 0 0 0 0
"ENSG00000267116.1" 0 0 0 0 0 0
"ENSG00000267117.1" 0 0 0 0 0 4
"ENSG00000267119.1" 0 6.003 0 0 0 0
"ENSG00000267120.3" 31.371 0 2.284 0 13.134 0
"ENSG00000267121.6" 85.84 74.854 0 0 73.55 67.161
"ENSG00000267122.1" 0 1 0 0 1 7
"ENSG00000267123.7" 0 5 9 8 26 14
"ENSG00000267124.2" 0 0 0 0 0 1.456
"ENSG00000267125.2" 0 19.287 37.283 0 50.298 65.087
"ENSG00000267127.7" 5.016 0 4.043 2.933 1.001 0
"ENSG00000267128.2" 5 0 5 12 14.049 14.75
"ENSG00000267129.1" 0 0 0 0 0 0
"ENSG00000267130.1" 0 0 0 0 0 0
"ENSG00000267131.1" 0 0 0 0 0 0
"ENSG00000267132.1" 0 0 0 0 0 0
"ENSG00000267133.2" 0 0 0 0 0 0
"ENSG00000267134.3" 0 0 0 0 0 0
"ENSG00000267135.2" 0 0 0 0 0 0
"ENSG00000267136.1" 0 0 0 0 0 0
"ENSG00000267137.1" 0 0 0 0 0 0
"ENSG00000267138.1" 0 0 0 0 0 0
"ENSG00000267139.1" 0 0 0 0 0 0
"ENSG00000267140.1" 1.065 0 0 2.182 1.126 2.378
"ENSG00000267141.1" 0 0 0 0 0 0
"ENSG00000267142.1" 0 0 0 0 0 0
"ENSG00000267143.1" 0 0 0 0 0 7.63
"ENSG00000267144.2" 0 0 0 5 0 0
"ENSG00000267145.1" 0 0 0 0 0 0
"ENSG00000267146.1" 0 0 0 0 0 0
"ENSG00000267147.2" 1 7.038 4.045 6 0 0
"ENSG00000267148.1" 0 0 0 0 0 0
"ENSG00000267149.2" 0 0 0 0 0 0
"ENSG00000267150.1" 0 2 1 1 1 0
"ENSG00000267151.5" 0 0 0 0 0 0
"ENSG00000267152.1" 0 0 13 18 0 0
"ENSG00000267153.1" 0 0 0 0 0 0
"ENSG00000267154.1" 0 0 0 0 0 0
"ENSG00000267156.1" 0 0 0 0 0 0
"ENSG00000267157.1" 0 0 5.015 0 0 6
"ENSG00000267159.2" 0 0 0 2 0 0
"ENSG00000267160.1" 5.495 5 5.65 9 5 13.001
"ENSG00000267162.1" 0 0 0 0 0 0
"ENSG00000267165.1" 0 84.981 0 17.506 36.933 0
"ENSG00000267166.5" 0 0 0 0 0 0
"ENSG00000267168.1" 0 0 0 0 0 0
"ENSG00000267169.2" 30 14 18 33 82.981 77
"ENSG00000267170.1" 0 0 0 0 0 0
"ENSG00000267172.1" 0 0 0 0 0 0
"ENSG00000267173.1" 0 0 0 0 0 0
"ENSG00000267174.5" 0 0 0 0 0 0
"ENSG00000267175.5" 2 0 0 0 0 0
"ENSG00000267177.1" 0 0 0 0 0 0
"ENSG00000267178.3" 0 0 0 0 5 0
"ENSG00000267179.1" 17.593 15.172 4.509 2.97 0 4.996
"ENSG00000267180.1" 0 0 0 0 0 0
"ENSG00000267182.1" 0 0 0 0 0 0
"ENSG00000267184.1" 0 0 0 0 0 0
"ENSG00000267185.1" 0 0 0 0 0 0
"ENSG00000267187.1" 0 0 0 0 0 0
"ENSG00000267188.1" 0 0 0 0 0 0
"ENSG00000267189.1" 0 0 0 0 0 0
"ENSG00000267190.1" 0 0 0 0 0 0
"ENSG00000267191.2" 0 0 3.012 12 9 4
"ENSG00000267192.1" 0 0 0 0 0 0
"ENSG00000267193.7" 0 0 0 0 0 0
"ENSG00000267195.1" 0 0 0 0 0 0
"ENSG00000267196.1" 0 0 0 0 0 0
"ENSG00000267197.1" 0 11 0 0 0 0
"ENSG00000267198.1" 15.335 57.582 4 9 16.237 21
"ENSG00000267199.1" 0 0 2.703 3.648 2.7 1.181
"ENSG00000267200.1" 0 0 0 0 0 0
"ENSG00000267201.1" 0 0 0 4 1 1
"ENSG00000267202.5" 0 0 0 0 0 0
"ENSG00000267203.1" 0 0 0 0 0 0
"ENSG00000267204.1" 0 0 0 0 0 0
"ENSG00000267205.1" 0 0 0 0 0 0
"ENSG00000267206.6" 0 0 0 0 0 0
"ENSG00000267207.1" 0 0 0 0 0 0
"ENSG00000267209.5" 0 0 0 0 2 0
"ENSG00000267211.1" 0 0 0 0 0 0
"ENSG00000267212.1" 0 0 0 0 0 3
"ENSG00000267213.4" 16.001 7 3 0 6 4
"ENSG00000267214.1" 0 0 0 0 0 0
"ENSG00000267215.2" 0 0 0 0 0 0
"ENSG00000267216.1" 142.043 81.097 32.731 81.111 48.07 36.973
"ENSG00000267218.2" 0 0 0 1.002 0 0
"ENSG00000267219.1" 0 0 1 2.002 0 0
"ENSG00000267220.1" 0 0 0 0 0 0
"ENSG00000267221.3" 0 7 23.802 50.003 18 12
"ENSG00000267222.1" 0 0 0 0 0 0
"ENSG00000267223.1" 0 0 0 0 0 0
"ENSG00000267224.1" 0 0 0 0 0 0
"ENSG00000267225.1" 0 0 1.391 0 0 0
"ENSG00000267226.2" 9.763 28.52 6.03 0 0 7.875
"ENSG00000267227.1" 0 0 0 0 0 0
"ENSG00000267228.7" 0 0 0 0 0 0
"ENSG00000267231.1" 0 0 0 0 0 0
"ENSG00000267232.1" 0 0 0 0 0 0
"ENSG00000267233.1" 0 0 0 0 0 0
"ENSG00000267234.1" 0 0 0 0 0 0
"ENSG00000267235.3" 0 0 0 0 0 0
"ENSG00000267238.1" 0 0 0 0 0 0
"ENSG00000267239.1" 0 0 0 0 0 0
"ENSG00000267240.1" 0 0 0 0 0 0
"ENSG00000267241.2" 0 0 0 0 0 0
"ENSG00000267243.6" 0 0 0 0 0 0
"ENSG00000267244.5" 5.039 8 25.22 9.023 21.254 27.266
"ENSG00000267245.1" 0 0 0 0 0 0
"ENSG00000267246.1" 0 0 0 1 2 0
"ENSG00000267247.1" 0 0 2 0 0 0
"ENSG00000267248.3" 24.629 17.033 5.965 10 36 49.181
"ENSG00000267249.1" 5 10.001 32 33 12 3
"ENSG00000267250.1" 0 0 0 0 0 0
"ENSG00000267251.2" 3.133 11.116 0 0 1.035 2.097
"ENSG00000267252.6" 0 0 0 0 0 0
"ENSG00000267253.1" 0 0 0 0 0 0
"ENSG00000267254.7" 30 37.999 3 1 32.033 23
"ENSG00000267255.1" 0 0 0 0 0 9
"ENSG00000267257.1" 103.066 60.034 0 1 223.467 275.869
"ENSG00000267258.1" 0 0 0 0 0 0
"ENSG00000267259.1" 0 0 5 0 0 0
"ENSG00000267260.2" 0 0 38.798 66.179 2 0
"ENSG00000267261.5" 5.425 0 0 8.241 17.498 0
"ENSG00000267262.1" 0 0 0 0 0 0
"ENSG00000267263.1" 4 0 0 1 0 0
"ENSG00000267264.1" 3 12 0 0 0 1.023
"ENSG00000267265.5" 16 3.725 14.561 5 13.465 25.257
"ENSG00000267269.1" 0 0 0 0 0 0
"ENSG00000267270.6" 0 0 3 3 6 15
"ENSG00000267271.1" 0 0 0 0 0 0
"ENSG00000267272.5" 5 3 4 0 10 3
"ENSG00000267273.1" 0 0 0 0 0 0
"ENSG00000267274.1" 0 0 0 0 2 0
"ENSG00000267275.1" 0 0 0 0 0 0
"ENSG00000267277.1" 1.216 0 6.208 4.952 0 3
"ENSG00000267278.6" 23 35 13.473 27.434 59.282 33.367
"ENSG00000267279.2" 13 17 0 3 9 7
"ENSG00000267280.5" 0 0 1 1 0 0
"ENSG00000267281.3" 27.025 21.532 0 0 0 0
"ENSG00000267282.1" 1 0 0 0 1 0
"ENSG00000267283.1" 3.043 6.274 0 0 3.182 8.915
"ENSG00000267284.2" 0 0 2 0 0 0
"ENSG00000267285.1" 0 0 0 0 0 0
"ENSG00000267286.1" 0 0 0 0 0 0
"ENSG00000267287.1" 0 0 0 0 0 0
"ENSG00000267288.2" 6.937 14.313 9.868 0 4.514 0
"ENSG00000267289.1" 0 0 0 0 0 0
"ENSG00000267291.1" 0 0 0 0 0 0
"ENSG00000267292.1" 0 0 0 0 0 0
"ENSG00000267293.1" 0 0 0 2 2 0
"ENSG00000267295.1" 0 0 0 0 0 0
"ENSG00000267296.2" 7 4 133.795 124.056 2.001 6.159
"ENSG00000267298.1" 0 0 0 0 0 0
"ENSG00000267299.1" 0 0 0 0 0 0
"ENSG00000267301.1" 0 0 0 0 0 0
"ENSG00000267302.5" 7.154 6.04 2.029 5 1.009 9.168
"ENSG00000267303.1" 19.94 0 52.01 0 44.409 49.732
"ENSG00000267304.1" 0 0 0 0 0 0
"ENSG00000267305.2" 0 0 0 0 0 0
"ENSG00000267308.3" 0 0 5 0 10 0
"ENSG00000267309.1" 4 5.003 27.746 21 9 4
"ENSG00000267310.2" 0 0 0 0 0 0
"ENSG00000267311.1" 0 0 0 0 0 0
"ENSG00000267312.1" 0 0 0 0 0 0
"ENSG00000267313.7" 0 0 0 0 0 0
"ENSG00000267314.1" 0 0 0 2.064 0 0
"ENSG00000267315.1" 0 0 0 0 0 0
"ENSG00000267316.5" 0 0 0 0 0 0
"ENSG00000267317.2" 25 4.003 57.333 47.973 64.008 47.571
"ENSG00000267318.1" 0 0 0 0 0 0
"ENSG00000267319.1" 0 0 0 0 0 0
"ENSG00000267320.5" 0 0 0 0 0 0
"ENSG00000267321.3" 280.072 362.997 82.001 103.004 61.025 90.558
"ENSG00000267322.2" 0 0 3 0 2 0
"ENSG00000267323.1" 19.265 0 0 0 0 0
"ENSG00000267324.1" 0 0 0 0 0 0
"ENSG00000267325.2" 0 0 0 1 0 0
"ENSG00000267327.2" 0 0 0 0 0 0
"ENSG00000267328.1" 3 0 1.583 0 0 0
"ENSG00000267332.1" 0 0 0 0 0 0
"ENSG00000267333.1" 0 0 0 0 0 0
"ENSG00000267334.1" 0 0 0 0 0 0
"ENSG00000267335.2" 0 6 0 0 14.452 17.249
"ENSG00000267336.1" 0 0 0 0 0 0
"ENSG00000267337.2" 0 0 0 0 0 0
"ENSG00000267338.1" 0 0 0 0 0 0
"ENSG00000267339.7" 0 0 0 0 0 0
"ENSG00000267340.1" 0 0 0 0 0 0
"ENSG00000267341.1" 0 0 0 0 0 0
"ENSG00000267342.1" 0 1 0 2 7 0
"ENSG00000267343.2" 0 0 0 9.123 0 0
"ENSG00000267344.1" 0 0 0 1 0 3.133
"ENSG00000267345.1" 1 0 0 0 4 0
"ENSG00000267346.1" 7 0 0 0 3 0
"ENSG00000267348.3" 0 1.492 9.863 12.837 9.586 8.796
"ENSG00000267349.1" 0 0 0 0 0 0
"ENSG00000267352.1" 6 0 0 0 9.182 0
"ENSG00000267353.1" 0 0 1.202 2.821 0 0
"ENSG00000267354.1" 0 0 0 0 0 0
"ENSG00000267355.2" 0 0 0 0 0 0
"ENSG00000267356.1" 0 0 0 0 0 0
"ENSG00000267359.1" 0 0 0 0 0 0
"ENSG00000267360.6" 0 0 0 0 2.094 0
"ENSG00000267361.1" 0 0 0 0 0 0
"ENSG00000267363.1" 0 0 0 0 0 0
"ENSG00000267364.2" 0 0 0 0 0 0
"ENSG00000267365.1" 0 0 15 3 0 0
"ENSG00000267366.1" 0 0 0 0 0 0
"ENSG00000267368.1" 49.677 111.655 373.161 378.328 183.104 37.411
"ENSG00000267369.1" 0 0 0 0 0 0
"ENSG00000267370.1" 1 0 0 4 0 0
"ENSG00000267371.1" 0 0 0 0 0 0
"ENSG00000267372.2" 0 2 15.022 26.006 2 0
"ENSG00000267373.1" 0 0 0 0 0 0
"ENSG00000267374.2" 129.002 183.124 22.009 25 121.016 96.048
"ENSG00000267375.1" 0 0 0 0 0 0
"ENSG00000267376.1" 0 0 0 0 0 0
"ENSG00000267378.1" 0 0 0 0 0 0
"ENSG00000267379.1" 0 0 0 0 0 0
"ENSG00000267382.1" 0 0 0 0 0 0
"ENSG00000267383.7" 33 39.133 0 0 26.077 27.675
"ENSG00000267384.3" 0 0 0 0 0 0
"ENSG00000267385.1" 0 0 0 1 0 0
"ENSG00000267387.1" 3 6 0 0 10.248 0
"ENSG00000267388.1" 0 0 0 0 0 0
"ENSG00000267389.2" 0 0 0 0 0 0
"ENSG00000267390.1" 0 8 1 4 21.193 16
"ENSG00000267391.5" 0 0 0 0 1 0
"ENSG00000267392.3" 0 0 0 0 0 0
"ENSG00000267393.1" 0 0 0 0 0 0
"ENSG00000267394.1" 0 0 0 3 0 0
"ENSG00000267395.5" 0 6 6 2 5 0
"ENSG00000267396.1" 0 0 0 0 0 0
"ENSG00000267397.1" 0 0 1 0 4 0
"ENSG00000267398.1" 0 0 0 0 0 0
"ENSG00000267399.1" 0 0 0 0 0 0
"ENSG00000267400.1" 0 0 0 0 0 0
"ENSG00000267401.2" 0 0 0 0 0 0
"ENSG00000267402.1" 0 0 0 0 0 0
"ENSG00000267404.1" 1 1 0 0 0 0
"ENSG00000267405.1" 8 5 0 0 2 13
"ENSG00000267406.1" 0 0 0 0 0 0
"ENSG00000267407.2" 0 0 0 0 0 0
"ENSG00000267408.1" 0 0 0 0 0 0
"ENSG00000267409.1" 0 2 2 1 0 0
"ENSG00000267412.1" 0 0 0 0 0 0
"ENSG00000267413.1" 0 0 0 0 0 0
"ENSG00000267414.1" 3 0 0 2 0 0
"ENSG00000267415.1" 0 0 0 0 0 0
"ENSG00000267416.1" 3.143 4.046 0 0 2 0
"ENSG00000267417.1" 0 0 0 3 0 0
"ENSG00000267418.1" 0 0 0 0 0 0
"ENSG00000267419.2" 2 2 5 1.054 6 12
"ENSG00000267420.1" 0 0 0 0 0 0
"ENSG00000267421.6" 2 0 0 0 0 0
"ENSG00000267422.1" 0 0 2.012 0 0 0
"ENSG00000267423.1" 0 0 0 0 0 0
"ENSG00000267424.1" 0 0 0 0 0 0
"ENSG00000267425.1" 0 0 0 0 0 0
"ENSG00000267426.5" 7.812 14.182 4.001 25.203 6.66 0
"ENSG00000267428.2" 0 0 0 0 0 0
"ENSG00000267429.1" 0 0 0 0 0 0
"ENSG00000267430.1" 0 0 2 0 4 6
"ENSG00000267432.6" 0 0 3 11 0 0
"ENSG00000267433.1" 0 0 0 0 0 0
"ENSG00000267436.1" 0 0 0 0 0 0
"ENSG00000267437.1" 0 0 0 0 0 0
"ENSG00000267439.1" 0 2.013 1.055 0 1.211 1.283
"ENSG00000267440.2" 0 0 0 0 0 0
"ENSG00000267441.1" 0 0 0 0 0 0
"ENSG00000267443.2" 0 0 0 0 0 0
"ENSG00000267444.1" 0 0 0 0 0 0
"ENSG00000267446.1" 0 0 0 0 0 0
"ENSG00000267448.6" 0 0 0 0 0 0
"ENSG00000267449.1" 0 0 0 0 0 0
"ENSG00000267450.1" 0 0 0 0 0 0
"ENSG00000267452.3" 9 5 0 0 3 0
"ENSG00000267453.7" 4 5 0 0 0 3
"ENSG00000267454.6" 6 3 1 0 7 14.017
"ENSG00000267455.1" 0 0 0 0 0 0
"ENSG00000267456.2" 0 0 0 0 0 0
"ENSG00000267457.1" 0 0 0 0 0 0
"ENSG00000267458.1" 0 0 0 0 0 1.03
"ENSG00000267461.1" 0 0 0 0 0 0
"ENSG00000267462.1" 5 0 1 0 6.832 2.531
"ENSG00000267463.1" 0 0 0 0 0 0
"ENSG00000267465.7" 0 0 0 0 0 0
"ENSG00000267466.1" 0 0 0 0 0 0
"ENSG00000267467.4" 0 0 0.996 0 0 0
"ENSG00000267469.1" 0 0 0 0 0 0
"ENSG00000267470.6" 0 0 3 4 2 0
"ENSG00000267471.1" 0 0 0 0 0 0
"ENSG00000267472.1" 0 0 0 0 0 0
"ENSG00000267474.1" 0 0 0 0 0 0
"ENSG00000267475.1" 0 0 0 0 1 0
"ENSG00000267476.1" 0 0 0 0 0 0
"ENSG00000267477.1" 0 0 0 0 0 0
"ENSG00000267478.1" 0 0 0 0 0 0
"ENSG00000267480.1" 0 0 1 0 0 0
"ENSG00000267481.1" 3 0 7.013 13 11 24.004
"ENSG00000267482.1" 0 0 0 0 0 0
"ENSG00000267484.1" 1.607 0 0 1.38 0 0
"ENSG00000267486.1" 0 0 0 0 0 0
"ENSG00000267487.1" 0 0 0 0 0 0
"ENSG00000267489.5" 0 0 0 0 0 0
"ENSG00000267490.1" 0 0 0 0 0 0
"ENSG00000267491.1" 0 0 0 0 1 3
"ENSG00000267492.1" 0 0 0 0 0 0
"ENSG00000267493.4" 16 18.001 14.001 9 24 44
"ENSG00000267496.4" 0 0 0 0 0 0
"ENSG00000267497.1" 0 0 0 0 0 11
"ENSG00000267498.2" 0 0 0 0 0 0
"ENSG00000267500.1" 14.132 15 40.988 34.822 5.37 5.425
"ENSG00000267501.1" 0 0 0 0 0 0
"ENSG00000267503.1" 0 0 0 0 0 0
"ENSG00000267504.1" 0 0 0 0 11 2
"ENSG00000267505.1" 0 4 0 0 5 0
"ENSG00000267506.5" 0 0 0 0 0 0
"ENSG00000267507.1" 0 0 0 0 0 0
"ENSG00000267508.6" 8 0 0 0 33.002 21.578
"ENSG00000267509.5" 0 0 0 0 0 0
"ENSG00000267510.1" 0 0 0 0 0 0
"ENSG00000267511.1" 0 0 0 0 0 0
"ENSG00000267512.1" 2.088 0 0 0 0 0
"ENSG00000267513.3" 0 0 0 0 0 0
"ENSG00000267515.1" 0 0 0 0 0 0
"ENSG00000267517.1" 0 0 0 0 0 0
"ENSG00000267518.1" 0 0 0 0 0 0
"ENSG00000267519.6" 146.113 154.626 103.969 88.605 438.284 460.326
"ENSG00000267520.2" 0 0 49.016 0 36.242 56.033
"ENSG00000267521.1" 0 0 0 0 0 0
"ENSG00000267522.1" 0 0 0 0 0 0
"ENSG00000267523.1" 5 5 12 8 20 31.004
"ENSG00000267524.1" 0 0 0 0 0 0
"ENSG00000267526.1" 0 0 0 0 0 0
"ENSG00000267529.3" 0 0 0 0 0 0
"ENSG00000267530.3" 20 18 39 29.003 18.001 5
"ENSG00000267532.5" 0 0 0 0 4.475 4.04
"ENSG00000267533.1" 0 0 0 0 0 0
"ENSG00000267534.4" 52 51.004 83.238 95.306 39.005 49.024
"ENSG00000267535.2" 0 0 0 0 0 0
"ENSG00000267537.1" 0 0 0 0 0 0
"ENSG00000267541.1" 0 0 0 0 0 0
"ENSG00000267543.1" 0 0 0 0 0 0
"ENSG00000267544.1" 9.284 5.16 3.051 8.07 10.574 8.327
"ENSG00000267546.2" 0 2 1 4 0 0
"ENSG00000267547.1" 0 0 0 0 0 0
"ENSG00000267549.6" 0 1 0 3 0 0
"ENSG00000267550.1" 0 0 0 0 0 0
"ENSG00000267551.3" 0 0 0 0 4 4
"ENSG00000267552.6" 0 0 0 0 0 0
"ENSG00000267554.1" 0 0 0 0 0 0
"ENSG00000267555.1" 0 0 0 0 0 0
"ENSG00000267557.1" 0 0 0 0 0 0
"ENSG00000267558.2" 0 0 0 0 0 0
"ENSG00000267559.5" 0 0 0 0 0 0
"ENSG00000267560.1" 0 0 1 0 0 0
"ENSG00000267561.2" 11.116 0 9.8 4.888 1.436 13.582
"ENSG00000267563.1" 0 0 0 0 0 0
"ENSG00000267564.1" 0 0 0 0 0 0
"ENSG00000267565.1" 0 4 4 4 4 0
"ENSG00000267567.1" 0 0 0 0 0 0
"ENSG00000267568.6" 0 0 0 0 0 0
"ENSG00000267570.1" 0 0 0 0 0 0
"ENSG00000267571.1" 0 0 0 0 0 0
"ENSG00000267573.1" 0 0 0 0 0 0
"ENSG00000267574.1" 0 0 0 0 0 0
"ENSG00000267575.7" 173.651 269.256 0 0 394.358 315.566
"ENSG00000267576.1" 0 0 0 0 0 0
"ENSG00000267577.1" 7.216 5.33 0 0 0 0
"ENSG00000267579.1" 0 0 0 0 0 0
"ENSG00000267580.1" 0 0 0 0 0 0
"ENSG00000267581.1" 0 0 0 0 4 3.001
"ENSG00000267582.1" 0 0 0 0 0 6
"ENSG00000267583.5" 0 0 2 0 2 2
"ENSG00000267585.1" 0 0 0 0 0 0
"ENSG00000267586.7" 0 0 0 0 0 0
"ENSG00000267587.1" 0 0 0 0 0 0
"ENSG00000267589.1" 0 0 0 0 0 0
"ENSG00000267590.1" 0 0 0 0 0 0
"ENSG00000267591.1" 0 0 0 0 0 0
"ENSG00000267592.1" 0 0 0 0 0 0
"ENSG00000267593.2" 0 0 0 0 0 0
"ENSG00000267594.5" 0 0 0 0 0 0
